company_id,profit_margin,de_ratio,free_cash_flow,interest_coverage,profit_score,fcf_score,interest_score,de_score,health_score,health_label
TORNTPHARM,14.40654009048408,0.8227047502996899,547.1666666666666,9.61342742906601,0.07672261835740135,0.4833825147898024,0.24494345024501246,0.9901641231698268,41.5053054627129,AVERAGE
TRENT,3.4430791540047667,0.5131875212008375,64.41666666666667,3.261343170622423,0.0591957187876408,0.47791927073755214,0.2426431860337368,0.9938645677596069,40.843604761622665,AVERAGE
TVSMOTOR,3.5901400533458885,2.2663016504930087,-1138.8333333333333,5.476558562342049,0.059430819877371886,0.4643021844488518,0.2434453763823718,0.9729051474588576,40.039000606611296,AVERAGE
ULTRACEMCO,10.2073697518064,0.4399893477060554,3550.0833333333335,9.587933855217127,0.07000955236220699,0.5173662882099365,0.24493421832157503,0.9947396912087252,42.414753407770306,AVERAGE
UNIONBANK,3.4132957213237587,16.133102359219063,5188.833333333333,-0.14552499278018946,0.05914810506087448,0.5359118939906202,0.24140946547998432,0.8071201027634135,38.8223913364128,WEAK
UNITDSPR,0.7737235444199254,1.5763698526754746,993.8333333333334,8.05215267167072,0.054928313817965715,0.48843740657645196,0.24437806976479753,0.9811536523837182,40.811606054802844,AVERAGE
VBL,5.659204595853277,0.0,-144.0,5.7286561084210765,0.0627385606218311,0.4755606355960576,0.24353666782930516,1.0,41.01970924312276,AVERAGE
VEDL,11.805591890211243,1.3368422726751634,18595.416666666668,3.8427895270358525,0.07256457390807525,0.6876331506593523,0.24285374373259866,0.9840173331555313,47.34335327478543,AVERAGE
WIPRO,15.712264137004356,0.22651670681142105,6294.0,20.979058930418994,0.07881003348678214,0.5484189788552745,0.249059257642617,0.997291871200012,43.74389294711428,AVERAGE
ZOMATO,-33.58514411800093,0.15386120369341727,-3016.0,-82.67667027534613,0.0,0.4430584358693613,0.21152267051867285,0.9981605067335282,37.485416621124855,WEAK
ZYDUSLIFE,16.161641468946257,0.49581798303214347,756.4166666666666,29.74684425298944,0.07952843722913196,0.48575058069955557,0.25223431357214876,0.9940722299105328,41.88450140751426,AVERAGE
